Age,Sex,City,Marial Status,Education,Working,Sector,Working Type,Experience,Income,Abroad Ex,Abroad year,12. Ne s?kl?kla çevrimici al??veri? yap?yorsunuz?,Devices,Preference Reasons,Shopping categories,Research before purchase,HepsiBurada,Trendyol,Gittigidiyor,sahibinden,n11,Yemeksepeti,aliexpress,migros sanal market,ebebek,amazon,teknosa,kitapyurdu,morhipo,çiçeksepeti,d&r,watsons,lcwaikiki,boyner,carrefoursa,epttavm,Getir,Banabi,Bakkaldan,Kapgel,Di?er,Payment Methods,allow Site to save card infos,Following campaign days,Free shipment effect decision,Al??veri?lerinizden önce fiyat kar??la?t?rmas? yapar m?s?n?z?,Size özel teklifler sunulmas? al??veri? karar?n?z? etkiler mi?,Al??veri?leriniz sonras? geri bildirim verir misiniz?,Aras Kargo,MNG Kargo,Sürat Kargo,Yurtiçi Kargo,PTT Kargo,UPS,Info Resources before purchase,Turkey based or no would affect,Physical place affect,Research before last purchase
26-35,Erkek,?zmir,Bekar,Yüksek Lisans,1,Bankac?l?k ve sermaye piyasalar?,Tam Zamanl?,10,3,Ya?amad?m,0,Ayda birkaç kere,Ak?ll? Cep Telefonu,Daha fazla ürün seçene?i,Yemek Sipari?i;Kitap,1 Saatten az,Her gun,Haftada birkaç kere,Her gun,Her gun,Her gun,Her gun,Haftada birkaç kere,Her gun,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,,,,,,,,,,,,,,,Kredi Kart?,Her Zaman,Her Zaman,Her Zaman,Her Zaman,Her Zaman,Her Zaman,Her Zaman,S?k S?k,Arada Bir,Her Zaman,Her Zaman,Arada Bir,Reklamlar;Sat?? elemanlar?,Evet,Evet,
55 üstü,Erkek,?stanbul,Evli,Yüksek Lisans,0,,,,2,Ya?amad?m,0,Ayda bir kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,Kitap;Teknoloji / Elektronik;Giyim / Ayakkab?;Seyahat(Ula??m / Konaklama),1 Saatten az,,,,,,,,,,,,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,,,,Ayda birkaç kere,,,Her gun,,,,,Kredi Kart?;Kap?da Ödeme,Hiçbir Zaman,Arada Bir,S?k S?k,S?k S?k,S?k S?k,Bazen,Bazen,Arada Bir,Hiçbir Zaman,S?k S?k,Hiçbir Zaman,Hiçbir Zaman,Ürün kataloglar?;Geçmi? Tecrübelerim,Evet,Evet,?nternete bakarak ve ma?aza fiyatlar?n? k?yaslayarak. 
19-25,Erkek,?stanbul,Bekar,Lisans,0,,,,3,Ya?amad?m,0,Ayda birkaç kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Daha fazla ödeme seçece?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme;Arad???m ürünün oldu?um ?ehirde bulunmamas?;Ald???m baz? ürünlerin sadece online olarak sat?lmas?,"Yemek Sipari?i;Müzik / Film / Hobi / Oyun;Kitap;H?zl? Tüketim Ürünleri(G?da,?çecek vb.);Teknoloji / Elektronik",5 saatten fazla,,,,,,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,,,,Y?lda birkaç kere,,,,,,,,,Y?lda birkaç kere,,,,Y?lda birkaç kere,Banka Kart?;Kredi Kart?;EFT / Havale,S?k S?k,S?k S?k,S?k S?k,Her Zaman,S?k S?k,Her Zaman,Bazen,Bazen,Bazen,S?k S?k,S?k S?k,Arada Bir,Reklamlar;Arkada?lar?n tavsiyeleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Hay?r,Hay?r,Migros Hemen uygulamas?n?n ilk sipari?e özel 20Tl indirimini görünce uygulamada ihtiyac?m olanlar? seçip ald?m
19-25,Kad?n,?stanbul,Bekar,Lisans,0,,,,1,6 Aydan Az,1,Y?lda birkaç kere veya daha az,Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme,Yemek Sipari?i;Müzik / Film / Hobi / Oyun;Kitap,1-3 Saat,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,,,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,,Kredi Kart?,Hiçbir Zaman,Arada Bir,Her Zaman,Her Zaman,Bazen,Bazen,Bazen,Bazen,Bazen,Bazen,Bazen,Bazen,Arkada?lar?n tavsiyeleri;Sat?? elemanlar?;Ürün kataloglar?;Aile üyeleri tavsiyesi;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Hay?r,Evet,
19-25,Erkek,?stanbul,Bekar,Lisans,0,,,,2,Ya?amad?m,0,Y?lda birkaç kere veya daha az,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Ald???m baz? ürünlerin sadece online olarak sat?lmas?,Yemek Sipari?i;Teknoloji / Elektronik;Seyahat(Ula??m / Konaklama);Sportif ve Kültürel Faaliyet Biletleri,1 Saatten az,,,,,,Y?lda birkaç kere,,,,,,,,,,,,,,,Y?lda birkaç kere,Y?lda birkaç kere,,,,Banka Kart?;Kredi Kart?;Kap?da Ödeme,Hiçbir Zaman,Arada Bir,Bazen,Her Zaman,Bazen,Arada Bir,Arada Bir,Arada Bir,Arada Bir,Arada Bir,Arada Bir,Arada Bir,Arkada?lar?n tavsiyeleri;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Hay?r,Evet,Ayn? ürünün muadili veya ayn?s? daha ucuz bir fiyatta mevcut mu diye ara?t?rd?m
19-25,Kad?n,?stanbul,Bekar,Lisans,0,,,,2,Ya?amad?m,0,Y?lda birkaç kere veya daha az,Ak?ll? Cep Telefonu,Daha h?zl? al??veri? yapmak,Yemek Sipari?i,1 Saatten az,,,,,,Y?lda birkaç kere,,,,,,,,,,,,,,,,,,,,Banka Kart?,Hiçbir Zaman,Bazen,S?k S?k,Her Zaman,Arada Bir,S?k S?k,Hiçbir Zaman,Arada Bir,Hiçbir Zaman,Her Zaman,Hiçbir Zaman,Hiçbir Zaman,Arkada?lar?n tavsiyeleri;Aile üyeleri tavsiyesi;Geçmi? Tecrübelerim,Hay?r,Evet,
55 üstü,Erkek,?stanbul,Evli,Lisans,1,Sigortac?l?k ve bireysel emeklilik,Yar? Zamanl?,40,4,6 Aydan Az,1,Haftada birkaç kere,Dizüstü Bilgisayar,Fiyat kar??la?t?rmas? yapabilme,Teknoloji / Elektronik;Ev E?yalar?;Çiçek / Çikolata;Otomobil Aksesuarlar?;Seyahat(Ula??m / Konaklama),1-3 Saat,Ayda birkaç kere,,Ayda birkaç kere,,Ayda birkaç kere,,Ayda birkaç kere,,,,,,,,,,,,,,,,,,,Kredi Kart?,Hiçbir Zaman,Hiçbir Zaman,Her Zaman,S?k S?k,Arada Bir,S?k S?k,Bazen,Bazen,Arada Bir,S?k S?k,Bazen,Hiçbir Zaman,Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Hay?r,Web sitelerinde
19-25,Kad?n,?stanbul,Bekar,Lisans,0,,,,2,Ya?amad?m,0,Ayda birkaç kere,Ak?ll? Cep Telefonu,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Daha fazla ödeme seçece?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,Yemek Sipari?i;Müzik / Film / Hobi / Oyun;Kitap;Ki?isel Bak?m & Kozmetik;Teknoloji / Elektronik;Giyim / Ayakkab?;Ev E?yalar?,1-3 Saat,Ayda birkaç kere,Ayda birkaç kere,,,,Haftada birkaç kere,,,,,,Ayda birkaç kere,Ayda birkaç kere,,,Ayda birkaç kere,,,,,,,,,,Banka Kart?;Kredi Kart?;Kap?da Ödeme,Hiçbir Zaman,Arada Bir,Her Zaman,Her Zaman,Her Zaman,Hiçbir Zaman,Her Zaman,Arada Bir,Hiçbir Zaman,Her Zaman,Hiçbir Zaman,Hiçbir Zaman,Reklamlar;Arkada?lar?n tavsiyeleri;Sat?? elemanlar?;Ürün kataloglar?;Televizyon programlar? ve uzman tavsiyeleri;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Evet,
46-55,Erkek,?stanbul,Evli,Lisans,1,Kamu hizmetleri,Tam Zamanl?,25 ,3,Ya?amad?m,0,Y?lda birkaç kere veya daha az,Ak?ll? Cep Telefonu,Fiyat kar??la?t?rmas? yapabilme,Teknoloji / Elektronik,1-3 Saat,Y?lda birkaç kere,,,,,,,,,,,,,,,,,,,,,,,,,Banka Kart?;Kredi Kart?,Hiçbir Zaman,Bazen,Bazen,Bazen,Bazen,Hiçbir Zaman,Bazen,Bazen,Arada Bir,Bazen,S?k S?k,Arada Bir,Reklamlar;Arkada?lar?n tavsiyeleri;Ürün kataloglar?;Aile üyeleri tavsiyesi,Evet,Hay?r,TV reklam?
19-25,Kad?n,Ankara,Bekar,Lisans,0,,,,3,Ya?amad?m,0,Ayda bir kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,Yemek Sipari?i;Kitap;Ki?isel Bak?m & Kozmetik;Teknoloji / Elektronik;Giyim / Ayakkab?;Sportif ve Kültürel Faaliyet Biletleri,1 Saatten az,,Ayda birkaç kere,,,,Ayda birkaç kere,,,,,,Y?lda birkaç kere,,,,,,Y?lda birkaç kere,,,,,,,,Banka Kart?;Kredi Kart?,S?k S?k,S?k S?k,Her Zaman,Her Zaman,Her Zaman,Bazen,S?k S?k,S?k S?k,Arada Bir,Her Zaman,Arada Bir,Hiçbir Zaman,Reklamlar;Geçmi? Tecrübelerim,Evet,Hay?r,yorumlar? okudum.
19-25,Erkek,?stanbul,Bekar,Lisans,1,E?itim,Tam Zamanl?,2,1,6 Aydan Az,1,Ayda bir kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Fiyat kar??la?t?rmas? yapabilme;Arad???m ürünün oldu?um ?ehirde bulunmamas?,Yemek Sipari?i;Kitap;Giyim / Ayakkab?;Seyahat(Ula??m / Konaklama),5 saatten fazla,Haftada birkaç kere,Haftada birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Haftada birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Haftada birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Banka Kart?;Kredi Kart?;Kap?da Ödeme,Bazen,Bazen,Her Zaman,S?k S?k,S?k S?k,Hiçbir Zaman,Bazen,Arada Bir,Arada Bir,S?k S?k,Her Zaman,Hiçbir Zaman,Televizyon programlar? ve uzman tavsiyeleri;Geçmi? Tecrübelerim,Evet,Evet,Akakçe üzerinden kar??la?t?rma
19-25,Kad?n,Ankara,Bekar,Lise,0,,,,3,Ya?amad?m,0,Y?lda birkaç kere veya daha az,Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Ald???m baz? ürünlerin sadece online olarak sat?lmas?,Yemek Sipari?i;Kitap;Seyahat(Ula??m / Konaklama),1 Saatten az,,,,,,Y?lda birkaç kere,,,,Y?lda birkaç kere,,,,,,,,,,,,,,,Y?lda birkaç kere,Kredi Kart?,Hiçbir Zaman,Arada Bir,Arada Bir,Arada Bir,S?k S?k,Hiçbir Zaman,Bazen,Bazen,Hiçbir Zaman,S?k S?k,Hiçbir Zaman,Hiçbir Zaman,Arkada?lar?n tavsiyeleri;Ürün kataloglar?;Aile üyeleri tavsiyesi;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Evet,Birkaç farkl? siteye bakt?m.
46-55,Kad?n,?stanbul,Evli,Lisans,1,E?itim,Tam Zamanl?,15,3,6 Aydan Az,1,Y?lda birkaç kere veya daha az,Ak?ll? Cep Telefonu;Masaüstü Bilgisayar,Promosyonlar ve ?ndirimler;Fiyat kar??la?t?rmas? yapabilme;Ald???m baz? ürünlerin sadece online olarak sat?lmas?,Yemek Sipari?i;Ki?isel Bak?m & Kozmetik;Giyim / Ayakkab?;Çiçek / Çikolata;Seyahat(Ula??m / Konaklama),5 saatten fazla,Y?lda birkaç kere,Y?lda birkaç kere,,,,Ayda birkaç kere,,,,,,,,Y?lda birkaç kere,,,,,,,,,,,,Kredi Kart?;Kap?da Ödeme,Hiçbir Zaman,Her Zaman,Bazen,Her Zaman,Bazen,Bazen,Bazen,Arada Bir,Arada Bir,Her Zaman,Hiçbir Zaman,Hiçbir Zaman,Arkada?lar?n tavsiyeleri;Ürün kataloglar?;Ürün üzerindeki bilgi etiketleri,Evet,Evet,Farkl? al??veri? sitelerini ara?t?rd?m.
19-25,Kad?n,?stanbul,Bekar,Lisans,0,,,,4,Ya?amad?m,0,Ayda bir kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Ürünü almadan önce de?erlendirmeleri okuyabilme;Arad???m ürünün oldu?um ?ehirde bulunmamas?;Ald???m baz? ürünlerin sadece online olarak sat?lmas?,"Yemek Sipari?i;Müzik / Film / Hobi / Oyun;Kitap;Ki?isel Bak?m & Kozmetik;H?zl? Tüketim Ürünleri(G?da,?çecek vb.);Teknoloji / Elektronik;Giyim / Ayakkab?;Ev E?yalar?;Çiçek / Çikolata;Seyahat(Ula??m / Konaklama);Mücevher/Aksesuar",1-3 Saat,Y?lda birkaç kere,Y?lda birkaç kere,,,,Ayda birkaç kere,,,,,,,,,,,,,,,,,,,,Banka Kart?,Hiçbir Zaman,Bazen,Bazen,Bazen,Bazen,Bazen,Arada Bir,S?k S?k,Arada Bir,S?k S?k,Hiçbir Zaman,Arada Bir,Reklamlar;Arkada?lar?n tavsiyeleri;Ürün kataloglar?;Aile üyeleri tavsiyesi;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Hay?r,Hay?r,
19-25,Kad?n,?stanbul,Bekar,Lisans,1,E?itim,Yar? Zamanl?,5,3,1-2 Y?l,3,Y?lda birkaç kere veya daha az,Ak?ll? Cep Telefonu,Promosyonlar ve ?ndirimler;Ürünü almadan önce de?erlendirmeleri okuyabilme,Kitap;Ki?isel Bak?m & Kozmetik;Giyim / Ayakkab?;Ev E?yalar?,1-3 Saat,Y?lda birkaç kere,Y?lda birkaç kere,,,,Y?lda birkaç kere,,,,,,Y?lda birkaç kere,,Y?lda birkaç kere,,Y?lda birkaç kere,,,,,,,,,,Banka Kart?,Hiçbir Zaman,Bazen,Her Zaman,Her Zaman,Her Zaman,Her Zaman,Arada Bir,Arada Bir,Arada Bir,Bazen,Hiçbir Zaman,Her Zaman,Reklamlar;Sat?? elemanlar?;Ürün kataloglar?;Ürün üzerindeki bilgi etiketleri;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Hay?r,Evet,?nterten sitelerinden yorum okudum
36-45,Erkek,?stanbul,Evli,Lisans,1,Hizmet Sektörü,Tam Zamanl?,22,4,Ya?amad?m,0,Ayda bir kere,Ak?ll? Cep Telefonu,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Daha fazla ödeme seçece?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme;Arad???m ürünün oldu?um ?ehirde bulunmamas?;Ald???m baz? ürünlerin sadece online olarak sat?lmas?,"Yemek Sipari?i;Ki?isel Bak?m & Kozmetik;H?zl? Tüketim Ürünleri(G?da,?çecek vb.);Teknoloji / Elektronik;Giyim / Ayakkab?;Ev E?yalar?;Çiçek / Çikolata;Otomobil Aksesuarlar?;Seyahat(Ula??m / Konaklama);Finansal Hizmetler / Sigorta Al?m?",3-5 Saat,,Ayda birkaç kere,,Haftada birkaç kere,Ayda birkaç kere,,Y?lda birkaç kere,,,,,,,,,,,,,,,,,,,Kredi Kart?,Arada Bir,Bazen,Her Zaman,Her Zaman,S?k S?k,Bazen,Hiçbir Zaman,S?k S?k,Bazen,S?k S?k,Hiçbir Zaman,Hiçbir Zaman,Reklamlar;Ürün kataloglar?;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Hay?r,Hay?r,
19-25,Erkek,Ayd?n,Bekar,Lisans,0,,,,1,Ya?amad?m,0,Y?lda birkaç kere veya daha az,Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Daha fazla ödeme seçece?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme;Arad???m ürünün oldu?um ?ehirde bulunmamas?;Ald???m baz? ürünlerin sadece online olarak sat?lmas?,Yemek Sipari?i;Ki?isel Bak?m & Kozmetik;Teknoloji / Elektronik;Giyim / Ayakkab?;Çevrimici E?itim;Çiçek / Çikolata;Seyahat(Ula??m / Konaklama),1 Saatten az,Ayda birkaç kere,,,,,,,,,,,,,,,,,Ayda birkaç kere,,,,,,,,Kredi Kart?,Bazen,Bazen,S?k S?k,S?k S?k,S?k S?k,Arada Bir,Arada Bir,Arada Bir,Arada Bir,Arada Bir,Arada Bir,Arada Bir,"Reklamlar;Arkada?lar?n tavsiyeleri;Ürün kataloglar?;?lan Panolar?, el ilanlar?, afi?ler v.b.;Aile üyeleri tavsiyesi;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri",Evet,Evet,Spor ayakkab? için fiyat ara?t?rmas? ve en uygun olan siteden ald?m.
46-55,Erkek,Sivas,Evli,Doktora,1,Bankac?l?k ve sermaye piyasalar?,Tam Zamanl?,23,3,Ya?amad?m,0,Y?lda birkaç kere veya daha az,Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme,Kitap;Teknoloji / Elektronik;Giyim / Ayakkab?,1-3 Saat,Y?lda birkaç kere,,Y?lda birkaç kere,,,,,,,,,Y?lda birkaç kere,,,Y?lda birkaç kere,,Y?lda birkaç kere,,,,,,,,,Kredi Kart?,Arada Bir,Arada Bir,Bazen,S?k S?k,Bazen,Bazen,Arada Bir,Arada Bir,Hiçbir Zaman,Arada Bir,Arada Bir,Hiçbir Zaman,Reklamlar;Ürün kataloglar?,Evet,Hay?r,
19-25,Kad?n,?stanbul,Bekar,Lisans,0,,,,3,Ya?amad?m,0,Y?lda birkaç kere veya daha az,Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler,Giyim / Ayakkab?;Çevrimici E?itim,1 Saatten az,,,,,,,,,,,,,,,,,,,,,,,,,Y?lda birkaç kere,Kredi Kart?;EFT / Havale,Hiçbir Zaman,Bazen,S?k S?k,S?k S?k,Arada Bir,Arada Bir,Hiçbir Zaman,S?k S?k,Hiçbir Zaman,Hiçbir Zaman,S?k S?k,Hiçbir Zaman,Reklamlar;Ürün üzerindeki bilgi etiketleri,Evet,Evet,
46-55,Erkek,?stanbul,Evli,Ortaokul,1,Özel sermaye,Yar? Zamanl?,30,3,Ya?amad?m,0,Y?lda birkaç kere veya daha az,Ak?ll? Cep Telefonu,Promosyonlar ve ?ndirimler,Giyim / Ayakkab?,1 Saatten az,,Ayda birkaç kere,,,,,,,,,,,,,,,,,,,,,,,,Kredi Kart?,Hiçbir Zaman,Arada Bir,Hiçbir Zaman,Hiçbir Zaman,Bazen,Arada Bir,Arada Bir,Bazen,Bazen,Bazen,Bazen,Bazen,Reklamlar,Evet,Hay?r,
26-35,Kad?n,?stanbul,Evli,Lise,0,,,,3,Ya?amad?m,0,Y?lda birkaç kere veya daha az,Ak?ll? Cep Telefonu,Promosyonlar ve ?ndirimler;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,Yemek Sipari?i;Kitap;Ki?isel Bak?m & Kozmetik;Teknoloji / Elektronik;Giyim / Ayakkab?;Ev E?yalar?;Seyahat(Ula??m / Konaklama),1-3 Saat,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,,,Y?lda birkaç kere,,,,,,,Y?lda birkaç kere,Y?lda birkaç kere,,,,Y?lda birkaç kere,,,,,,,,Banka Kart?;Kredi Kart?,Bazen,Her Zaman,S?k S?k,Her Zaman,S?k S?k,S?k S?k,Bazen,Hiçbir Zaman,Hiçbir Zaman,Hiçbir Zaman,Hiçbir Zaman,Hiçbir Zaman,Reklamlar;Arkada?lar?n tavsiyeleri;Sat?? elemanlar?;Ürün kataloglar?;Televizyon programlar? ve uzman tavsiyeleri;Aile üyeleri tavsiyesi;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Evet,"Elektrikli süpürge almadan önce tekno marketlere ve benzeri yerlere bak?p süpürgeyi seçtim, internette daha uygundu aldim"
19-25,Erkek,?stanbul,Bekar,Lise,1,Perakende ve tüketici ürünleri,Yar? Zamanl?,1,1,Ya?amad?m,0,Y?lda birkaç kere veya daha az,Dizüstü Bilgisayar,Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Ürünü almadan önce de?erlendirmeleri okuyabilme,Teknoloji / Elektronik;Giyim / Ayakkab?;Seyahat(Ula??m / Konaklama),3-5 Saat,Ayda birkaç kere,Ayda birkaç kere,,,,,,,,,,,,,,,,,,,,,,,,Banka Kart?;Kredi Kart?,Bazen,Bazen,Bazen,Bazen,Bazen,Bazen,Arada Bir,Hiçbir Zaman,Arada Bir,Hiçbir Zaman,Arada Bir,Hiçbir Zaman,Arkada?lar?n tavsiyeleri;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Hay?r,
19-25,Kad?n,?stanbul,Bekar,Lisans,1,"Enerji, altyap? ve do?al kaynaklar",Yar? Zamanl?,1,2,6-12 Ay,2,Y?lda birkaç kere veya daha az,Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Fiyat kar??la?t?rmas? yapabilme,Kitap;Giyim / Ayakkab?;Seyahat(Ula??m / Konaklama);Sportif ve Kültürel Faaliyet Biletleri,3-5 Saat,,Y?lda birkaç kere,,,,,,,,,,,,,Y?lda birkaç kere,,,,,,,,,,,Banka Kart?,Hiçbir Zaman,S?k S?k,Her Zaman,Her Zaman,Her Zaman,Hiçbir Zaman,Hiçbir Zaman,Hiçbir Zaman,Hiçbir Zaman,Hiçbir Zaman,Hiçbir Zaman,Hiçbir Zaman,"Arkada?lar?n tavsiyeleri;?lan Panolar?, el ilanlar?, afi?ler v.b.;Geçmi? Tecrübelerim",Hay?r,Evet,
36-45,Erkek,?stanbul,Evli,Lise,1,Turizm,Tam Zamanl?,25,4,Ya?amad?m,0,Ayda birkaç kere,Ak?ll? Cep Telefonu,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,Yemek Sipari?i;Ki?isel Bak?m & Kozmetik;Giyim / Ayakkab?;Ev E?yalar?;Otomobil Aksesuarlar?;Finansal Hizmetler / Sigorta Al?m?;Mücevher/Aksesuar,1-3 Saat,,,Ayda birkaç kere,,,Her gun,,Y?lda birkaç kere,,,Y?lda birkaç kere,,,,,,Haftada birkaç kere,,,,,,,,,Banka Kart?;Kap?da Ödeme,Hiçbir Zaman,Arada Bir,Her Zaman,S?k S?k,S?k S?k,S?k S?k,Bazen,Bazen,Bazen,Her Zaman,Bazen,Hiçbir Zaman,Reklamlar;Arkada?lar?n tavsiyeleri;Aile üyeleri tavsiyesi;Ürün üzerindeki bilgi etiketleri;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Evet,Arac aksesuarlar?
36-45,Kad?n,?stanbul,Evli,Önlisans,1,Hizmet Sektörü,Tam Zamanl?,23,3,Ya?amad?m,0,Ayda birkaç kere,Ak?ll? Cep Telefonu;Masaüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,Yemek Sipari?i;Kitap;Giyim / Ayakkab?;Evcil Hayvan Ürünleri;Çevrimici E?itim;Ev E?yalar?;Seyahat(Ula??m / Konaklama);Mücevher/Aksesuar,1 Saatten az,Y?lda birkaç kere,Y?lda birkaç kere,,,Y?lda birkaç kere,Ayda birkaç kere,,,,,,,,,Ayda birkaç kere,,,,,,,,,,,Banka Kart?;Kredi Kart?,Hiçbir Zaman,Bazen,Arada Bir,Bazen,Bazen,S?k S?k,S?k S?k,Bazen,Hiçbir Zaman,Hiçbir Zaman,Hiçbir Zaman,Hiçbir Zaman,"Reklamlar;Arkada?lar?n tavsiyeleri;?lan Panolar?, el ilanlar?, afi?ler v.b.;Televizyon programlar? ve uzman tavsiyeleri;Aile üyeleri tavsiyesi;Geçmi? Tecrübelerim",Evet,Evet,Fiyat kar??la?t?rmas? 
36-45,Erkek,?stanbul,Evli,Lisans,1,?n?aat akaryak?t,Tam Zamanl?,26,3,Ya?amad?m,0,Y?lda birkaç kere veya daha az,Ak?ll? Cep Telefonu,Promosyonlar ve ?ndirimler,Giyim ve elektronik,1 Saatten az,,,,,,,,,,,,,,,,,,,,,,,,,Ayda birkaç kere,Kredi Kart?,Hiçbir Zaman,Arada Bir,Her Zaman,Her Zaman,Her Zaman,Bazen,Bazen,Bazen,Arada Bir,Bazen,Bazen,Bazen,Televizyon programlar? ve uzman tavsiyeleri,Evet,Hay?r,Medyadan takip edip ve piyasadaki bilinilirli?i
